DATA (YYYY-MM-DD),Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (KJ/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",ESTACAO
2018-01-01,12:00,0.0,909.4,909.4,908.5,2559.3,23.8,17.5,24.5,22.4,18.2,16.8,76.0,67.0,68.0,289.0,8.6,4.7,A807
2018-01-01,13:00,0.0,909.4,909.8,909.3,2604.2,25.2,17.9,25.5,23.2,18.5,16.8,70.0,63.0,64.0,267.0,9.5,3.5,A807
2018-01-01,14:00,0.0,908.6,909.4,908.6,2973.2,26.4,18.2,26.7,24.3,18.7,17.1,66.0,59.0,61.0,292.0,8.1,3.8,A807
2018-01-01,15:00,0.0,907.6,908.6,907.6,2737.6,27.1,17.3,27.5,25.9,18.6,17.0,61.0,55.0,55.0,280.0,8.8,3.4,A807
2018-01-01,16:00,0.0,907.3,907.6,907.1,3165.6,27.1,17.3,28.4,27.0,18.1,16.3,57.0,49.0,55.0,248.0,8.3,3.4,A807
2018-01-01,17:00,0.0,906.0,907.3,906.0,3388.3,28.7,16.6,29.6,27.1,18.4,16.2,55.0,47.0,48.0,245.0,7.5,2.8,A807
2018-01-01,18:00,0.4,905.7,906.0,905.5,1726.2,24.4,17.6,29.5,24.3,17.7,16.0,67.0,48.0,66.0,320.0,10.8,4.1,A807
2018-01-01,19:00,0.0,905.5,905.8,905.4,1103.6,25.0,17.8,26.3,24.4,18.9,17.5,68.0,60.0,64.0,304.0,10.8,5.3,A807
2018-01-01,20:00,0.0,905.8,905.8,905.3,359.4,24.5,17.8,25.0,24.0,17.8,17.1,67.0,64.0,66.0,257.0,9.9,2.6,A807
2018-01-01,21:00,0.0,906.3,906.3,905.7,201.6,23.4,17.6,24.6,23.4,18.4,17.3,70.0,66.0,70.0,289.0,6.8,3.0,A807
2018-01-01,22:00,0.0,906.3,906.5,906.1,4.7,22.6,17.8,23.4,22.6,18.0,17.5,74.0,70.0,74.0,5.0,5.6,0.8,A807
2018-01-01,23:00,0.0,906.5,906.5,906.2,,22.2,18.5,22.6,22.2,18.5,17.8,80.0,74.0,80.0,42.0,1.9,0.8,A807
2018-01-02,00:00,0.0,906.8,906.9,906.5,,22.0,18.1,22.3,22.0,18.6,18.1,80.0,78.0,78.0,315.0,2.5,0.7,A807
2018-01-02,01:00,0.0,907.4,907.4,906.6,,21.9,17.7,22.2,21.8,18.1,17.6,78.0,77.0,77.0,319.0,2.9,1.4,A807
2018-01-02,02:00,0.0,907.5,907.6,907.4,,21.4,17.1,22.0,21.4,17.6,17.1,77.0,75.0,77.0,296.0,6.2,2.6,A807
2018-01-02,03:00,0.0,906.6,907.5,906.6,,21.2,17.2,21.4,21.2,17.4,17.1,79.0,77.0,78.0,311.0,5.9,1.4,A807
2018-01-02,04:00,0.0,905.6,906.6,905.6,,21.0,16.6,21.2,21.0,17.2,16.6,78.0,76.0,76.0,287.0,3.4,1.4,A807
2018-01-02,05:00,0.0,905.3,905.6,905.3,,21.2,16.4,21.2,21.0,16.6,16.4,76.0,74.0,74.0,270.0,3.3,1.7,A807
2018-01-02,06:00,0.6,905.5,905.5,905.1,,20.2,17.4,21.2,20.2,17.4,16.3,84.0,74.0,84.0,309.0,6.5,3.6,A807
2018-01-02,07:00,4.6,904.3,905.5,904.3,,19.5,,20.2,18.9,,,,,,298.0,9.0,1.4,A807
2018-01-02,08:00,0.0,903.7,904.3,903.7,2.7,19.6,,19.6,19.3,,,,,,13.0,2.8,0.9,A807
2018-01-02,09:00,0.0,903.2,903.7,902.9,240.3,20.0,,20.0,19.5,,,,,,319.0,5.2,2.4,A807
2018-01-02,10:00,0.0,903.8,903.8,903.2,940.9,21.1,16.4,21.1,19.9,19.9,16.4,100.0,75.0,75.0,282.0,7.1,3.6,A807
2018-01-02,11:00,0.0,903.9,904.0,903.8,1596.5,22.2,15.7,22.8,21.1,16.9,15.7,75.0,67.0,67.0,289.0,9.3,4.5,A807
2018-01-02,12:00,0.0,904.1,904.1,903.8,1859.8,23.3,16.2,23.7,22.1,16.7,15.8,68.0,64.0,64.0,283.0,9.3,5.2,A807
2018-01-02,13:00,0.0,904.3,904.5,904.1,1397.8,23.6,17.3,23.6,22.5,17.3,16.0,70.0,64.0,68.0,306.0,10.9,5.2,A807
2018-01-02,14:00,0.0,904.3,904.5,904.3,2270.4,24.0,16.2,24.7,23.5,17.5,16.1,68.0,61.0,61.0,269.0,12.3,6.7,A807
2018-01-02,15:00,0.0,904.0,904.3,904.0,2830.4,24.6,17.0,25.3,24.0,17.8,16.3,64.0,60.0,62.0,282.0,14.2,6.8,A807
2018-01-02,16:00,0.0,903.3,904.0,903.2,2981.0,24.9,17.0,25.3,24.3,17.6,16.4,64.0,60.0,61.0,277.0,13.5,5.5,A807
2018-01-02,17:00,0.0,902.9,903.3,902.9,1696.9,24.6,16.2,25.0,24.3,17.1,16.1,63.0,60.0,60.0,282.0,12.1,5.3,A807
2018-01-02,18:00,0.0,902.1,902.9,902.1,997.8,23.8,15.9,24.8,23.8,16.8,15.9,62.0,59.0,62.0,265.0,10.2,5.9,A807
2018-01-02,19:00,0.0,902.3,902.4,902.1,548.4,22.8,15.1,23.8,22.8,15.9,15.1,63.0,61.0,62.0,276.0,11.1,5.6,A807
2018-01-02,20:00,0.0,902.4,902.6,902.2,432.1,22.0,15.2,22.8,21.8,15.5,15.0,67.0,62.0,65.0,278.0,10.9,5.3,A807
2018-01-02,21:00,0.0,902.4,902.5,902.3,93.7,21.2,15.4,22.0,21.2,15.4,15.0,69.0,65.0,69.0,269.0,10.5,2.9,A807
2018-01-02,22:00,0.0,902.6,902.6,902.4,7.6,20.8,15.4,21.2,20.8,15.4,15.2,71.0,69.0,71.0,273.0,7.1,2.4,A807
2018-01-02,23:00,0.0,903.0,903.1,902.5,,20.4,15.7,20.8,20.4,15.7,15.4,74.0,71.0,74.0,280.0,4.6,2.0,A807
2018-01-03,00:00,0.0,903.9,903.9,903.0,,20.5,15.8,20.8,20.4,15.9,15.7,75.0,73.0,74.0,289.0,5.0,2.7,A807
2018-01-03,01:00,0.0,904.1,904.2,903.8,,20.4,15.6,20.5,20.4,15.9,15.6,75.0,74.0,74.0,290.0,5.7,3.5,A807
2018-01-03,02:00,0.0,903.8,904.1,903.8,,20.3,15.5,20.5,20.3,15.7,15.4,74.0,73.0,74.0,278.0,5.5,2.6,A807
2018-01-03,03:00,0.0,903.4,903.8,903.4,,20.0,15.4,20.3,20.0,15.5,15.2,75.0,73.0,75.0,293.0,5.2,2.5,A807
2018-01-03,04:00,0.0,902.9,903.4,902.9,,19.5,15.5,20.0,19.5,15.5,15.4,78.0,75.0,78.0,300.0,5.2,2.3,A807
2018-01-03,05:00,0.0,903.1,903.1,902.9,,19.3,16.1,19.5,19.3,16.1,15.4,82.0,78.0,82.0,279.0,5.3,2.5,A807
2018-01-03,06:00,0.0,903.1,903.2,903.0,,19.2,,19.3,19.2,19.3,16.2,100.0,82.0,,283.0,6.1,2.6,A807
2018-01-03,07:00,0.0,903.4,903.4,903.0,,19.2,,19.2,19.1,,,,,,274.0,5.8,2.4,A807
2018-01-03,08:00,0.0,904.1,904.1,903.4,3.2,19.2,,19.2,19.1,,,,,,262.0,4.7,2.5,A807
2018-01-03,09:00,0.0,905.1,905.1,904.1,167.2,19.5,16.3,19.6,19.1,,,,,81.0,256.0,4.8,2.8,A807
2018-01-03,10:00,0.0,905.5,905.5,905.1,662.4,20.6,15.9,20.6,19.5,16.2,15.6,81.0,75.0,75.0,250.0,6.6,3.6,A807
2018-01-03,11:00,0.0,905.9,906.0,905.4,1836.6,22.4,15.4,22.4,20.6,16.1,14.8,75.0,63.0,64.0,229.0,7.1,3.1,A807
2018-01-03,12:00,0.0,906.0,906.1,905.9,2259.6,22.6,14.8,23.8,21.4,16.2,14.2,66.0,60.0,61.0,196.0,7.5,3.1,A807
2018-01-03,13:00,0.0,906.3,906.4,906.0,2516.7,24.2,14.6,24.6,21.7,16.6,14.1,67.0,53.0,55.0,237.0,7.8,4.3,A807
2018-01-03,14:00,0.0,906.1,906.4,906.1,2547.7,25.0,13.9,25.4,23.2,15.9,13.2,60.0,48.0,50.0,241.0,7.8,3.0,A807
2018-01-03,15:00,0.0,905.7,906.1,905.7,3505.7,25.3,13.9,26.4,24.6,15.9,12.4,56.0,44.0,49.0,220.0,6.8,2.6,A807
2018-01-03,16:00,0.0,905.5,905.8,905.5,3306.0,27.5,12.6,27.7,25.3,14.7,12.6,50.0,40.0,40.0,204.0,7.1,2.7,A807
2018-01-03,17:00,0.0,905.5,905.6,905.4,3273.3,27.2,12.4,28.2,26.3,13.5,10.5,43.0,34.0,40.0,222.0,7.8,4.0,A807
2018-01-03,18:00,0.0,905.4,905.6,905.4,1944.6,26.0,11.1,27.8,25.9,13.3,11.0,42.0,36.0,39.0,217.0,7.4,2.8,A807
2018-01-03,19:00,0.0,905.3,905.4,905.2,2072.4,26.2,10.6,28.1,25.8,12.6,10.6,42.0,35.0,38.0,198.0,7.5,2.9,A807
2018-01-03,20:00,0.0,905.4,905.4,905.1,1108.0,26.6,9.5,27.4,25.7,11.2,9.1,40.0,33.0,34.0,204.0,6.3,2.6,A807
2018-01-03,21:00,0.0,906.4,906.4,905.4,474.5,22.1,16.3,26.8,22.1,16.5,8.5,70.0,32.0,70.0,85.0,5.5,3.3,A807
2018-01-03,22:00,0.0,907.4,907.4,906.4,28.8,20.3,15.9,22.2,20.2,16.5,15.9,76.0,69.0,76.0,64.0,6.6,2.6,A807
2018-01-03,23:00,0.0,908.4,908.4,907.4,,19.1,15.1,20.3,19.1,16.0,15.0,79.0,76.0,78.0,82.0,7.6,2.7,A807
2018-01-04,00:00,0.0,909.3,909.3,908.4,,18.3,13.8,19.3,18.2,15.9,13.7,82.0,75.0,75.0,69.0,8.5,3.6,A807
2018-01-04,01:00,0.0,910.0,910.0,909.4,,17.8,13.0,18.4,17.8,13.8,12.8,75.0,72.0,74.0,88.0,7.4,2.5,A807
2018-01-04,02:00,0.0,910.2,910.3,910.0,,17.6,12.4,17.9,17.6,13.0,12.3,74.0,71.0,72.0,100.0,6.3,2.3,A807
2018-01-04,03:00,0.0,910.0,910.2,910.0,,17.2,12.1,17.6,17.1,12.6,12.1,74.0,72.0,72.0,80.0,5.1,1.7,A807
2018-01-04,04:00,0.0,909.7,910.0,909.7,,16.6,11.0,17.2,16.6,12.2,11.0,72.0,68.0,69.0,71.0,5.1,0.7,A807
2018-01-04,05:00,0.0,909.6,909.7,909.5,,16.0,11.9,16.8,15.8,11.9,10.8,77.0,69.0,76.0,30.0,2.1,0.5,A807
2018-01-04,06:00,0.0,909.7,909.8,909.6,,15.4,11.7,16.0,15.3,12.0,11.6,80.0,76.0,78.0,51.0,1.4,0.2,A807
2018-01-04,07:00,0.0,910.1,910.1,909.6,,14.8,,15.4,14.7,14.6,11.6,99.0,78.0,,330.0,1.0,0.0,A807
2018-01-04,08:00,0.0,910.8,910.8,910.1,3.6,14.2,,14.9,14.2,,,,,,299.0,0.5,0.0,A807
2018-01-04,09:00,0.0,911.3,911.3,910.8,315.7,18.3,11.2,18.3,14.1,,,,,63.0,64.0,1.4,0.4,A807
2018-01-04,10:00,0.0,911.7,911.7,911.3,1213.2,20.5,10.2,20.5,18.1,11.6,8.9,63.0,50.0,52.0,46.0,2.6,1.1,A807
2018-01-04,11:00,0.0,912.0,912.0,911.7,2115.5,22.0,7.2,22.3,20.0,9.8,7.1,52.0,38.0,38.0,34.0,6.2,2.9,A807
2018-01-04,12:00,0.0,912.0,912.1,911.8,2900.3,24.1,9.0,24.1,21.9,9.0,5.4,40.0,32.0,38.0,38.0,7.4,3.2,A807
2018-01-04,13:00,0.0,912.1,912.2,912.0,3494.2,24.6,7.7,25.4,23.5,9.7,7.0,39.0,33.0,34.0,59.0,6.6,2.9,A807
2018-01-04,14:00,0.0,911.9,912.1,911.9,3862.3,25.6,9.1,26.0,24.6,10.5,7.2,40.0,32.0,35.0,7.0,5.8,1.9,A807
2018-01-04,15:00,0.0,911.4,911.9,911.3,3973.8,26.4,9.8,26.7,25.2,11.2,7.7,39.0,32.0,35.0,51.0,6.2,1.1,A807
2018-01-04,16:00,0.0,910.9,911.4,910.9,3934.6,27.9,9.5,28.3,26.5,10.9,7.7,36.0,29.0,32.0,358.0,5.9,2.7,A807
2018-01-04,17:00,0.0,910.3,910.9,910.2,3319.3,27.9,10.9,28.7,26.5,12.2,8.2,38.0,29.0,35.0,121.0,6.6,3.1,A807
2018-01-04,18:00,0.0,910.0,910.3,910.0,2197.6,27.1,11.8,27.9,26.0,13.0,10.7,42.0,35.0,39.0,60.0,7.9,3.1,A807
2018-01-04,19:00,0.0,909.9,910.0,909.8,1481.8,26.6,13.8,27.8,25.4,14.2,11.9,48.0,39.0,45.0,79.0,7.3,2.4,A807
2018-01-04,20:00,0.0,909.8,909.9,909.8,1209.8,25.0,15.2,26.9,25.0,15.2,13.3,54.0,44.0,54.0,61.0,6.7,3.4,A807
2018-01-04,21:00,0.0,910.4,910.4,909.8,497.5,22.6,15.7,25.2,22.6,16.1,14.9,65.0,54.0,65.0,94.0,7.7,3.3,A807
2018-01-04,22:00,0.0,911.2,911.2,910.4,25.5,20.3,14.7,22.6,20.3,15.8,14.4,70.0,65.0,70.0,70.0,6.8,3.3,A807
2018-01-04,23:00,0.0,911.8,911.9,911.2,,19.4,15.2,20.3,19.4,15.4,14.8,77.0,70.0,77.0,70.0,7.1,3.0,A807
2018-01-05,00:00,0.0,912.3,912.4,911.8,,18.9,14.7,19.5,18.8,15.3,14.6,77.0,75.0,77.0,69.0,7.2,2.4,A807
2018-01-05,01:00,0.0,912.8,912.8,912.3,,18.5,14.6,18.9,18.4,14.6,14.3,78.0,76.0,78.0,69.0,7.1,3.0,A807
2018-01-05,02:00,0.0,912.4,912.8,912.4,,18.1,14.2,18.5,18.1,14.7,14.2,79.0,78.0,78.0,66.0,6.2,2.7,A807
2018-01-05,03:00,0.0,912.0,912.4,912.0,,17.4,13.5,18.1,17.4,14.1,13.5,79.0,77.0,77.0,42.0,5.5,1.5,A807
2018-01-05,04:00,0.0,911.6,912.0,911.6,,16.8,12.9,17.4,16.8,13.4,12.8,78.0,76.0,78.0,31.0,4.1,1.9,A807
2018-01-05,05:00,0.0,911.0,911.6,911.0,,16.2,,16.8,16.2,16.2,12.9,100.0,78.0,,11.0,3.8,1.4,A807
2018-01-05,06:00,0.0,910.8,911.0,910.8,,15.7,,16.2,15.6,,,,,,27.0,2.6,0.8,A807
2018-01-05,07:00,0.0,910.9,910.9,910.7,,15.3,,15.7,15.3,,,,,,356.0,1.9,0.7,A807
2018-01-05,08:00,0.0,911.1,911.1,910.8,2.8,15.2,14.4,15.3,15.0,,,,,95.0,356.0,1.9,0.6,A807
2018-01-05,09:00,0.0,911.4,911.4,911.1,303.3,17.7,13.1,17.7,15.2,14.2,12.5,95.0,75.0,75.0,48.0,1.6,0.6,A807
2018-01-05,10:00,0.0,911.8,911.8,911.4,1205.4,19.9,11.1,20.3,17.7,13.2,11.1,74.0,56.0,57.0,42.0,2.7,1.4,A807
2018-01-05,11:00,0.0,912.2,912.2,911.8,2100.5,21.8,10.2,22.2,19.7,11.6,9.9,57.0,47.0,47.0,17.0,3.7,1.8,A807
2018-01-05,12:00,0.0,912.2,912.3,912.1,2876.2,23.9,10.8,24.5,21.8,11.6,9.4,50.0,40.0,44.0,18.0,5.1,2.7,A807
2018-01-05,13:00,0.0,912.1,912.2,912.0,3478.7,25.6,10.1,26.1,23.9,12.5,9.9,45.0,37.0,38.0,50.0,6.3,2.6,A807
2018-01-05,14:00,0.0,911.9,912.1,911.9,3821.2,26.1,10.5,26.9,25.3,11.8,8.9,40.0,34.0,38.0,45.0,6.3,1.7,A807
2018-01-05,15:00,0.0,911.6,911.9,911.6,3705.1,27.0,11.2,28.0,26.0,12.5,9.7,40.0,33.0,37.0,272.0,6.1,1.1,A807
2018-01-05,16:00,0.0,911.0,911.6,910.9,3603.0,29.1,11.2,29.2,26.7,13.0,9.7,40.0,31.0,33.0,222.0,6.0,2.1,A807
2018-01-05,17:00,0.0,910.5,911.0,910.5,2863.1,29.4,9.8,29.6,27.5,12.7,7.9,39.0,27.0,30.0,261.0,7.3,3.1,A807
2018-01-05,18:00,0.0,909.9,910.5,909.9,2693.8,28.9,10.7,29.7,27.6,12.1,9.4,36.0,29.0,32.0,310.0,7.1,2.1,A807
2018-01-05,19:00,0.0,909.5,910.0,909.5,1783.8,27.1,14.8,29.8,26.8,15.9,10.5,47.0,30.0,47.0,105.0,5.5,2.6,A807
2018-01-05,20:00,0.0,909.2,909.5,909.1,800.0,26.2,16.2,27.1,25.3,16.5,15.0,55.0,47.0,54.0,112.0,6.3,2.8,A807
2018-01-05,21:00,0.0,909.6,909.6,909.2,523.9,23.0,15.5,26.1,23.0,16.2,15.3,63.0,54.0,63.0,82.0,6.5,3.3,A807
2018-01-05,22:00,0.0,910.8,910.8,909.6,26.1,20.8,16.6,23.0,20.7,16.6,15.3,77.0,62.0,77.0,75.0,6.4,2.9,A807
2018-01-05,23:00,0.0,911.4,911.5,910.8,,19.9,16.9,20.8,19.9,16.9,16.5,83.0,77.0,83.0,70.0,6.4,2.6,A807
2018-01-06,00:00,0.0,911.8,911.8,911.4,,19.6,19.6,19.9,19.6,19.7,16.9,100.0,83.0,100.0,77.0,5.8,2.5,A807
2018-01-06,01:00,0.0,911.5,911.9,911.5,,19.3,,19.7,19.3,,,,,,43.0,6.1,1.7,A807
2018-01-06,02:00,0.0,911.3,911.6,911.3,,18.9,,19.4,18.9,,,,,,35.0,4.2,1.9,A807
2018-01-06,03:00,0.0,911.0,911.3,911.0,,18.9,,19.0,18.8,,,,,,27.0,3.6,1.3,A807
2018-01-06,04:00,0.0,910.6,911.0,910.6,,18.4,,18.9,18.4,,,,,,290.0,2.9,0.8,A807
2018-01-06,05:00,0.0,910.3,910.7,910.3,,18.5,,18.7,18.4,,,,,,285.0,4.1,1.5,A807
2018-01-06,06:00,0.0,910.2,910.4,910.1,,17.8,,18.5,17.7,,,,,,103.0,3.1,0.1,A807
2018-01-06,07:00,0.0,910.6,910.6,910.2,,17.7,,18.0,17.7,,,,,,3.0,2.4,0.6,A807
2018-01-06,08:00,0.0,910.9,911.0,910.6,2.7,17.7,,17.8,17.6,,,,,,32.0,1.5,0.5,A807
2018-01-06,09:00,0.0,911.4,911.5,910.9,280.9,19.0,,19.0,17.6,,,,,,231.0,1.2,0.1,A807
2018-01-06,10:00,0.0,911.8,911.9,911.4,1129.0,22.4,16.8,22.4,19.0,19.5,16.3,99.0,71.0,71.0,279.0,2.2,0.3,A807
2018-01-06,11:00,0.0,911.8,911.8,911.7,2006.2,24.4,16.1,24.6,22.2,17.2,15.6,70.0,58.0,60.0,245.0,2.4,1.4,A807
2018-01-06,12:00,0.0,911.5,911.8,911.5,2729.6,26.8,16.3,27.1,24.4,17.0,15.0,62.0,49.0,53.0,269.0,4.7,1.9,A807
2018-01-06,13:00,0.0,911.0,911.5,911.0,2374.9,27.3,15.4,27.6,25.9,16.7,13.9,54.0,46.0,48.0,253.0,5.6,1.6,A807
2018-01-06,14:00,0.0,910.3,911.0,910.3,2337.6,28.2,14.2,28.8,26.3,16.9,13.9,51.0,43.0,43.0,252.0,5.5,2.8,A807
2018-01-06,15:00,0.0,909.9,910.4,909.9,2537.5,28.8,13.5,28.8,26.7,16.0,12.7,49.0,38.0,39.0,243.0,7.8,2.8,A807
2018-01-06,16:00,0.0,909.1,909.9,909.1,2915.5,28.5,12.8,29.4,27.4,14.4,10.5,41.0,33.0,38.0,275.0,6.4,0.9,A807
2018-01-06,17:00,0.0,909.0,909.1,908.9,992.5,26.2,13.4,29.5,26.2,14.6,11.3,45.0,34.0,45.0,208.0,7.5,3.2,A807
2018-01-06,18:00,3.0,908.8,909.1,908.7,440.8,21.3,16.8,26.2,21.0,17.8,12.9,78.0,45.0,75.0,31.0,8.1,2.4,A807
2018-01-06,19:00,0.0,908.0,908.8,908.0,926.6,23.3,16.0,23.5,21.3,16.7,15.7,75.0,62.0,63.0,71.0,5.5,2.4,A807
2018-01-06,20:00,0.0,909.9,909.9,907.9,565.1,21.4,17.0,23.7,21.4,17.7,15.9,76.0,62.0,76.0,121.0,11.2,4.9,A807
2018-01-06,21:00,0.0,911.3,911.3,909.8,166.4,18.4,14.2,21.4,18.4,16.8,14.2,77.0,73.0,77.0,129.0,13.7,3.8,A807
2018-01-06,22:00,0.0,911.8,911.8,911.3,2.5,18.1,14.2,18.4,17.9,14.2,13.6,78.0,74.0,78.0,143.0,12.0,2.1,A807
2018-01-06,23:00,0.0,911.4,911.9,911.3,,18.3,14.4,18.3,18.0,14.4,14.0,78.0,76.0,78.0,60.0,8.3,4.5,A807
2018-01-07,00:00,0.2,912.8,912.8,911.4,,17.8,14.6,18.3,17.7,14.7,14.2,82.0,77.0,82.0,108.0,8.3,1.5,A807
2018-01-07,01:00,0.0,912.7,912.8,912.4,,18.0,12.9,18.1,17.7,14.6,12.9,82.0,72.0,72.0,71.0,6.9,2.8,A807
2018-01-07,02:00,0.0,912.6,913.2,912.6,,17.8,12.7,18.0,17.8,13.0,12.6,73.0,71.0,72.0,101.0,6.4,3.1,A807
2018-01-07,03:00,0.0,912.2,912.8,912.0,,17.2,13.4,17.8,17.2,13.4,12.7,78.0,72.0,78.0,98.0,7.0,2.9,A807
2018-01-07,04:00,0.0,911.8,912.2,911.8,,16.9,13.4,17.2,16.9,13.4,13.2,80.0,78.0,80.0,104.0,6.4,2.5,A807
2018-01-07,05:00,0.0,911.6,912.0,911.6,,16.9,13.7,17.1,16.9,13.9,13.4,82.0,80.0,81.0,117.0,6.2,2.1,A807
2018-01-07,06:00,0.0,911.2,911.6,911.1,,16.7,14.1,16.9,16.6,14.1,13.7,85.0,81.0,84.0,114.0,5.5,2.4,A807
2018-01-07,07:00,0.0,911.9,911.9,911.1,,17.2,17.2,17.2,16.7,17.2,14.1,100.0,84.0,100.0,125.0,5.6,2.2,A807
2018-01-07,08:00,0.0,912.3,912.4,911.9,1.9,16.7,13.8,17.2,16.7,17.2,13.7,100.0,82.0,83.0,116.0,8.6,3.6,A807
2018-01-07,09:00,0.0,913.0,913.0,912.4,185.5,17.0,13.2,17.1,16.6,13.8,13.1,84.0,78.0,78.0,114.0,7.5,2.9,A807
2018-01-07,10:00,0.0,913.7,913.7,913.0,594.3,17.6,13.8,17.7,17.0,13.9,13.1,79.0,76.0,78.0,131.0,7.1,2.0,A807
2018-01-07,11:00,0.0,914.1,914.1,913.7,582.2,18.4,14.4,18.5,17.4,14.6,13.7,80.0,77.0,77.0,129.0,7.5,2.4,A807
2018-01-07,12:00,0.0,914.4,914.4,914.0,649.4,18.9,14.8,18.9,18.2,14.8,14.2,78.0,76.0,77.0,110.0,8.9,4.1,A807
2018-01-07,13:00,0.0,914.8,914.8,914.4,750.7,18.4,14.6,19.1,18.0,15.2,14.5,81.0,76.0,79.0,118.0,8.9,4.0,A807
2018-01-07,14:00,0.0,914.1,914.8,914.1,1594.7,21.5,15.7,21.6,18.4,16.0,14.5,79.0,69.0,69.0,118.0,8.5,2.8,A807
2018-01-07,15:00,0.0,913.5,914.1,913.5,2515.2,21.8,15.4,22.4,20.7,16.2,14.6,70.0,64.0,67.0,111.0,9.0,4.1,A807
2018-01-07,16:00,0.0,913.3,913.5,913.2,2519.8,22.0,15.5,24.0,21.7,17.1,15.2,68.0,61.0,67.0,120.0,7.5,3.1,A807
2018-01-07,17:00,0.0,913.6,913.6,913.3,823.0,19.5,14.9,22.1,19.5,15.7,14.9,77.0,67.0,75.0,119.0,8.6,3.8,A807
2018-01-07,18:00,0.0,913.5,913.6,913.5,472.5,19.5,15.0,19.7,19.1,15.1,14.7,77.0,74.0,75.0,119.0,8.5,3.1,A807
2018-01-07,19:00,0.0,913.4,913.5,913.4,408.5,19.0,14.6,19.8,18.5,15.4,14.6,79.0,74.0,76.0,121.0,7.6,3.3,A807
2018-01-07,20:00,0.0,913.9,913.9,913.4,280.2,18.0,14.4,19.0,17.8,14.8,14.0,80.0,76.0,79.0,123.0,7.9,3.2,A807
